,name,time,price,tick,Signal
0,ss,2009-04-01,6.55,152671.0,1.0
1,ss,2009-04-02,6.93,152671.0,-1.0
2,ss,2009-04-16,6.48,163273.0,1.0
3,ss,2009-04-24,5.87,163273.0,-1.0
4,ss,2009-05-27,6.01,159470.0,1.0
5,ss,2009-08-17,7.67,159470.0,-1.0
6,ss,2009-11-09,6.87,178040.0,1.0
7,ss,2009-12-18,6.88,178040.0,-1.0
8,ss,2010-03-09,5.91,207262.0,1.0
9,ss,2010-03-16,5.75,207262.0,-1.0
10,ss,2010-07-22,4.15,287170.0,1.0
11,ss,2010-08-26,4.19,287170.0,-1.0
12,ss,2010-10-12,4.36,275973.0,1.0
13,ss,2010-11-15,4.27,275973.0,-1.0
14,ss,2011-02-01,3.9,302155.0,1.0
15,ss,2011-02-09,3.85,302155.0,-1.0
16,ss,2011-02-23,4.16,279639.0,1.0
17,ss,2011-04-06,4.21,279639.0,-1.0
18,ss,2011-04-12,4.71,249953.0,1.0
19,ss,2011-05-09,4.22,249953.0,-1.0
20,ss,2011-06-30,3.99,264361.0,1.0
21,ss,2011-07-01,3.97,264361.0,-1.0
22,ss,2011-07-19,3.92,267733.0,1.0
23,ss,2011-07-22,3.88,267733.0,-1.0
24,ss,2011-11-07,3.39,306432.0,1.0
25,ss,2011-11-10,3.32,306432.0,-1.0
26,ss,2012-01-18,2.93,347220.0,1.0
27,ss,2012-02-14,2.93,347220.0,-1.0
28,ss,2012-02-24,3.06,332469.0,1.0
29,ss,2012-03-14,2.96,332469.0,-1.0
30,ss,2012-05-28,2.81,350217.0,1.0
31,ss,2012-05-31,2.77,350217.0,-1.0
32,ss,2012-08-21,2.54,381929.0,1.0
33,ss,2012-08-24,2.48,381929.0,-1.0
34,ss,2012-10-29,2.38,397977.0,1.0
35,ss,2012-11-07,2.38,397977.0,-1.0
36,ss,2012-12-03,2.63,360146.0,1.0
37,ss,2013-02-21,2.76,360146.0,-1.0
38,ss,2013-03-22,2.74,362775.0,1.0
39,ss,2013-03-28,2.68,362775.0,-1.0
40,ss,2013-06-03,2.59,375381.0,1.0
41,ss,2013-06-06,2.5,375381.0,-1.0
42,ss,2013-08-12,2.3,408023.0,1.0
43,ss,2013-08-15,2.28,408023.0,-1.0
44,ss,2013-08-29,2.3,404475.0,1.0
45,ss,2013-10-16,2.35,404475.0,-1.0
46,ss,2013-11-28,2.34,406203.0,1.0
47,ss,2013-12-03,2.32,406203.0,-1.0
48,ss,2014-02-11,2.09,450905.0,1.0
49,ss,2014-02-25,2.0,450905.0,-1.0
50,ss,2014-03-24,2.05,439908.0,1.0
51,ss,2014-03-28,2.01,439908.0,-1.0
52,ss,2014-04-15,2.06,429230.0,1.0
53,ss,2014-04-22,2.05,429230.0,-1.0
54,ss,2014-07-01,2.01,437772.0,1.0
55,ss,2014-08-28,2.13,437772.0,-1.0
56,ss,2014-09-15,2.26,412590.0,1.0
57,ss,2015-01-12,3.33,412590.0,-1.0
58,ss,2015-02-13,3.61,380589.0,1.0
59,ss,2015-05-21,5.76,380589.0,-1.0
60,ss,2015-06-12,6.96,314970.0,1.0
61,ss,2015-07-03,5.67,314970.0,-1.0
62,ss,2015-08-12,5.95,300148.0,1.0
63,ss,2015-08-26,4.01,300148.0,-1.0
64,ss,2015-11-06,3.93,306258.0,1.0
65,ss,2015-11-09,3.96,306258.0,-1.0
